gps_id,time,lat,lon,date_time,date_time_min,site.plot,RT.site,plot_id,plot_dir,plotOld,waypoint_lat,waypoint_lon,depth,hoboSerial,notes,swimAroundStart,swimAroundEnd,targets
4662,2023-06-29T13:34:01Z,24.61906196549535,-82.92050426825881,2023-06-29T13:34:01Z,09:34,SW_South,SW,SW_A,South,East:  A (dive flag),N24° 37.149',W82° 55.231',17,20444196,"actually South (yellow buoy), tags in multiple directions",2023-06-29T13:34:00Z,2023-06-29T13:37:00Z,NA
4662,2023-06-29T13:34:23Z,24.61906196549535,-82.92050586082043,2023-06-29T13:34:23Z,09:34,SW_South,SW,SW_A,South,East:  A (dive flag),N24° 37.149',W82° 55.231',17,20444196,"actually South (yellow buoy), tags in multiple directions",2023-06-29T13:34:00Z,2023-06-29T13:37:00Z,NA
4662,2023-06-29T13:34:52Z,24.619062887504697,-82.92050711810589,2023-06-29T13:34:52Z,09:34,SW_South,SW,SW_A,South,East:  A (dive flag),N24° 37.149',W82° 55.231',17,20444196,"actually South (yellow buoy), tags in multiple directions",2023-06-29T13:34:00Z,2023-06-29T13:37:00Z,NA
4662,2023-06-29T13:35:12Z,24.619062803685665,-82.9205066151917,2023-06-29T13:35:12Z,09:35,SW_South,SW,SW_A,South,East:  A (dive flag),N24° 37.149',W82° 55.231',17,20444196,"actually South (yellow buoy), tags in multiple directions",2023-06-29T13:34:00Z,2023-06-29T13:37:00Z,NA
4662,2023-06-29T13:35:26Z,24.619063725695018,-82.92050611227751,2023-06-29T13:35:26Z,09:35,SW_South,SW,SW_A,South,East:  A (dive flag),N24° 37.149',W82° 55.231',17,20444196,"actually South (yellow buoy), tags in multiple directions",2023-06-29T13:34:00Z,2023-06-29T13:37:00Z,NA
4662,2023-06-29T13:35:45Z,24.61906406097114,-82.92050602845849,2023-06-29T13:35:45Z,09:35,SW_South,SW,SW_A,South,East:  A (dive flag),N24° 37.149',W82° 55.231',17,20444196,"actually South (yellow buoy), tags in multiple directions",2023-06-29T13:34:00Z,2023-06-29T13:37:00Z,NA
4662,2023-06-29T13:36:03Z,24.61906380951405,-82.92050535790624,2023-06-29T13:36:03Z,09:36,SW_South,SW,SW_A,South,East:  A (dive flag),N24° 37.149',W82° 55.231',17,20444196,"actually South (yellow buoy), tags in multiple directions",2023-06-29T13:34:00Z,2023-06-29T13:37:00Z,NA
4662,2023-06-29T13:36:19Z,24.619070515036586,-82.92050535790624,2023-06-29T13:36:19Z,09:36,SW_South,SW,SW_A,South,East:  A (dive flag),N24° 37.149',W82° 55.231',17,20444196,"actually South (yellow buoy), tags in multiple directions",2023-06-29T13:34:00Z,2023-06-29T13:37:00Z,NA
4662,2023-06-29T13:36:40Z,24.619080740958452,-82.92050602845849,2023-06-29T13:36:40Z,09:36,SW_South,SW,SW_A,South,East:  A (dive flag),N24° 37.149',W82° 55.231',17,20444196,"actually South (yellow buoy), tags in multiple directions",2023-06-29T13:34:00Z,2023-06-29T13:37:00Z,NA
4662,2023-06-29T14:07:19Z,24.61908157914877,-82.92047602124512,2023-06-29T14:07:19Z,10:07,SW_East,SW,SW_B,East,North:  B (long buoy),N24° 37.153',W82° 55.227',16,20444196,"actually East (long pencil), HOBO",2023-06-29T14:07:00Z,2023-06-29T14:10:00Z,NA
4662,2023-06-29T14:07:39Z,24.619081160053614,-82.9204772785306,2023-06-29T14:07:39Z,10:07,SW_East,SW,SW_B,East,North:  B (long buoy),N24° 37.153',W82° 55.227',16,20444196,"actually East (long pencil), HOBO",2023-06-29T14:07:00Z,2023-06-29T14:10:00Z,NA
4662,2023-06-29T14:07:59Z,24.619081327691674,-82.9204751830548,2023-06-29T14:07:59Z,10:07,SW_East,SW,SW_B,East,North:  B (long buoy),N24° 37.153',W82° 55.227',16,20444196,"actually East (long pencil), HOBO",2023-06-29T14:07:00Z,2023-06-29T14:10:00Z,NA
4662,2023-06-29T14:08:21Z,24.619083506986502,-82.920474009588375,2023-06-29T14:08:21Z,10:08,SW_East,SW,SW_B,East,North:  B (long buoy),N24° 37.153',W82° 55.227',16,20444196,"actually East (long pencil), HOBO",2023-06-29T14:07:00Z,2023-06-29T14:10:00Z,NA
4662,2023-06-29T14:08:39Z,24.619083842262626,-82.92047375813127,2023-06-29T14:08:39Z,10:08,SW_East,SW,SW_B,East,North:  B (long buoy),N24° 37.153',W82° 55.227',16,20444196,"actually East (long pencil), HOBO",2023-06-29T14:07:00Z,2023-06-29T14:10:00Z,NA
4662,2023-06-29T14:09:00Z,24.619084261357784,-82.92047476395966,2023-06-29T14:09:00Z,10:09,SW_East,SW,SW_B,East,North:  B (long buoy),N24° 37.153',W82° 55.227',16,20444196,"actually East (long pencil), HOBO",2023-06-29T14:07:00Z,2023-06-29T14:10:00Z,NA
4662,2023-06-29T14:09:19Z,24.619083590805534,-82.9204745963216,2023-06-29T14:09:19Z,10:09,SW_East,SW,SW_B,East,North:  B (long buoy),N24° 37.153',W82° 55.227',16,20444196,"actually East (long pencil), HOBO",2023-06-29T14:07:00Z,2023-06-29T14:10:00Z,NA
4662,2023-06-29T14:09:41Z,24.619088619947433,-82.92047384195031,2023-06-29T14:09:41Z,10:09,SW_East,SW,SW_B,East,North:  B (long buoy),N24° 37.153',W82° 55.227',16,20444196,"actually East (long pencil), HOBO",2023-06-29T14:07:00Z,2023-06-29T14:10:00Z,NA
4662,2023-06-29T14:28:17Z,24.619138408452272,-82.92062488384545,2023-06-29T14:28:17Z,10:28,SW_North,SW,SW_C,North,South:  C (round buoy),N24° 37.152',W82° 55.237',17,20444196,actually Middle/North (round buoy),2023-06-29T14:28:00Z,2023-06-29T14:30:00Z,NA
4662,2023-06-29T14:28:41Z,24.619137486442927,-82.92062354274096,2023-06-29T14:28:41Z,10:28,SW_North,SW,SW_C,North,South:  C (round buoy),N24° 37.152',W82° 55.237',17,20444196,actually Middle/North (round buoy),2023-06-29T14:28:00Z,2023-06-29T14:30:00Z,NA
4662,2023-06-29T14:29:05Z,24.619135390967134,-82.92062412947416,2023-06-29T14:29:05Z,10:29,SW_North,SW,SW_C,North,South:  C (round buoy),N24° 37.152',W82° 55.237',17,20444196,actually Middle/North (round buoy),2023-06-29T14:28:00Z,2023-06-29T14:30:00Z,NA
4662,2023-06-29T14:29:27Z,24.61913622915745,-82.9206239618361,2023-06-29T14:29:27Z,10:29,SW_North,SW,SW_C,North,South:  C (round buoy),N24° 37.152',W82° 55.237',17,20444196,actually Middle/North (round buoy),2023-06-29T14:28:00Z,2023-06-29T14:30:00Z,NA
4662,2023-06-29T14:29:49Z,24.619134720414877,-82.92062706314027,2023-06-29T14:29:49Z,10:29,SW_North,SW,SW_C,North,South:  C (round buoy),N24° 37.152',W82° 55.237',17,20444196,actually Middle/North (round buoy),2023-06-29T14:28:00Z,2023-06-29T14:30:00Z,NA
4662,2023-06-29T13:34:01Z,24.61906196549535,-82.92050426825881,2023-06-29T13:34:01Z,09:34,SW_South,SW,SW_A,South,East:  A (dive flag),N24° 37.149',W82° 55.231',17,20444196,"actually South (yellow buoy), tags in multiple directions",2023-06-29T13:34:00Z,2023-06-29T13:37:00Z,NA
4662,2023-06-29T13:34:23Z,24.61906196549535,-82.92050586082043,2023-06-29T13:34:23Z,09:34,SW_South,SW,SW_A,South,East:  A (dive flag),N24° 37.149',W82° 55.231',17,20444196,"actually South (yellow buoy), tags in multiple directions",2023-06-29T13:34:00Z,2023-06-29T13:37:00Z,NA
4662,2023-06-29T13:34:52Z,24.619062887504697,-82.92050711810589,2023-06-29T13:34:52Z,09:34,SW_South,SW,SW_A,South,East:  A (dive flag),N24° 37.149',W82° 55.231',17,20444196,"actually South (yellow buoy), tags in multiple directions",2023-06-29T13:34:00Z,2023-06-29T13:37:00Z,NA
4662,2023-06-29T13:35:12Z,24.619062803685665,-82.9205066151917,2023-06-29T13:35:12Z,09:35,SW_South,SW,SW_A,South,East:  A (dive flag),N24° 37.149',W82° 55.231',17,20444196,"actually South (yellow buoy), tags in multiple directions",2023-06-29T13:34:00Z,2023-06-29T13:37:00Z,NA
4662,2023-06-29T13:35:26Z,24.619063725695018,-82.92050611227751,2023-06-29T13:35:26Z,09:35,SW_South,SW,SW_A,South,East:  A (dive flag),N24° 37.149',W82° 55.231',17,20444196,"actually South (yellow buoy), tags in multiple directions",2023-06-29T13:34:00Z,2023-06-29T13:37:00Z,NA
4662,2023-06-29T13:35:45Z,24.61906406097114,-82.92050602845849,2023-06-29T13:35:45Z,09:35,SW_South,SW,SW_A,South,East:  A (dive flag),N24° 37.149',W82° 55.231',17,20444196,"actually South (yellow buoy), tags in multiple directions",2023-06-29T13:34:00Z,2023-06-29T13:37:00Z,NA
4662,2023-06-29T13:36:03Z,24.61906380951405,-82.92050535790624,2023-06-29T13:36:03Z,09:36,SW_South,SW,SW_A,South,East:  A (dive flag),N24° 37.149',W82° 55.231',17,20444196,"actually South (yellow buoy), tags in multiple directions",2023-06-29T13:34:00Z,2023-06-29T13:37:00Z,NA
4662,2023-06-29T13:36:19Z,24.619070515036586,-82.92050535790624,2023-06-29T13:36:19Z,09:36,SW_South,SW,SW_A,South,East:  A (dive flag),N24° 37.149',W82° 55.231',17,20444196,"actually South (yellow buoy), tags in multiple directions",2023-06-29T13:34:00Z,2023-06-29T13:37:00Z,NA
4662,2023-06-29T13:36:40Z,24.619080740958452,-82.92050602845849,2023-06-29T13:36:40Z,09:36,SW_South,SW,SW_A,South,East:  A (dive flag),N24° 37.149',W82° 55.231',17,20444196,"actually South (yellow buoy), tags in multiple directions",2023-06-29T13:34:00Z,2023-06-29T13:37:00Z,NA
4662,2023-06-29T14:07:19Z,24.61908157914877,-82.92047602124512,2023-06-29T14:07:19Z,10:07,SW_East,SW,SW_B,East,North:  B (long buoy),N24° 37.153',W82° 55.227',16,20444196,"actually East (long pencil), HOBO",2023-06-29T14:07:00Z,2023-06-29T14:10:00Z,NA
4662,2023-06-29T14:07:39Z,24.619081160053614,-82.9204772785306,2023-06-29T14:07:39Z,10:07,SW_East,SW,SW_B,East,North:  B (long buoy),N24° 37.153',W82° 55.227',16,20444196,"actually East (long pencil), HOBO",2023-06-29T14:07:00Z,2023-06-29T14:10:00Z,NA
4662,2023-06-29T14:07:59Z,24.619081327691674,-82.9204751830548,2023-06-29T14:07:59Z,10:07,SW_East,SW,SW_B,East,North:  B (long buoy),N24° 37.153',W82° 55.227',16,20444196,"actually East (long pencil), HOBO",2023-06-29T14:07:00Z,2023-06-29T14:10:00Z,NA
4662,2023-06-29T14:08:21Z,24.619083506986502,-82.920474009588375,2023-06-29T14:08:21Z,10:08,SW_East,SW,SW_B,East,North:  B (long buoy),N24° 37.153',W82° 55.227',16,20444196,"actually East (long pencil), HOBO",2023-06-29T14:07:00Z,2023-06-29T14:10:00Z,NA
4662,2023-06-29T14:08:39Z,24.619083842262626,-82.92047375813127,2023-06-29T14:08:39Z,10:08,SW_East,SW,SW_B,East,North:  B (long buoy),N24° 37.153',W82° 55.227',16,20444196,"actually East (long pencil), HOBO",2023-06-29T14:07:00Z,2023-06-29T14:10:00Z,NA
4662,2023-06-29T14:09:00Z,24.619084261357784,-82.92047476395966,2023-06-29T14:09:00Z,10:09,SW_East,SW,SW_B,East,North:  B (long buoy),N24° 37.153',W82° 55.227',16,20444196,"actually East (long pencil), HOBO",2023-06-29T14:07:00Z,2023-06-29T14:10:00Z,NA
4662,2023-06-29T14:09:19Z,24.619083590805534,-82.9204745963216,2023-06-29T14:09:19Z,10:09,SW_East,SW,SW_B,East,North:  B (long buoy),N24° 37.153',W82° 55.227',16,20444196,"actually East (long pencil), HOBO",2023-06-29T14:07:00Z,2023-06-29T14:10:00Z,NA
4662,2023-06-29T14:09:41Z,24.619088619947433,-82.92047384195031,2023-06-29T14:09:41Z,10:09,SW_East,SW,SW_B,East,North:  B (long buoy),N24° 37.153',W82° 55.227',16,20444196,"actually East (long pencil), HOBO",2023-06-29T14:07:00Z,2023-06-29T14:10:00Z,NA
4662,2023-06-29T14:28:17Z,24.619138408452272,-82.92062488384545,2023-06-29T14:28:17Z,10:28,SW_North,SW,SW_C,North,South:  C (round buoy),N24° 37.152',W82° 55.237',17,20444196,actually Middle/North (round buoy),2023-06-29T14:28:00Z,2023-06-29T14:30:00Z,NA
4662,2023-06-29T14:28:41Z,24.619137486442927,-82.92062354274096,2023-06-29T14:28:41Z,10:28,SW_North,SW,SW_C,North,South:  C (round buoy),N24° 37.152',W82° 55.237',17,20444196,actually Middle/North (round buoy),2023-06-29T14:28:00Z,2023-06-29T14:30:00Z,NA
4662,2023-06-29T14:29:05Z,24.619135390967134,-82.92062412947416,2023-06-29T14:29:05Z,10:29,SW_North,SW,SW_C,North,South:  C (round buoy),N24° 37.152',W82° 55.237',17,20444196,actually Middle/North (round buoy),2023-06-29T14:28:00Z,2023-06-29T14:30:00Z,NA
4662,2023-06-29T14:29:27Z,24.61913622915745,-82.9206239618361,2023-06-29T14:29:27Z,10:29,SW_North,SW,SW_C,North,South:  C (round buoy),N24° 37.152',W82° 55.237',17,20444196,actually Middle/North (round buoy),2023-06-29T14:28:00Z,2023-06-29T14:30:00Z,NA
4662,2023-06-29T14:29:49Z,24.619134720414877,-82.92062706314027,2023-06-29T14:29:49Z,10:29,SW_North,SW,SW_C,North,South:  C (round buoy),N24° 37.152',W82° 55.237',17,20444196,actually Middle/North (round buoy),2023-06-29T14:28:00Z,2023-06-29T14:30:00Z,NA
5704,2023-06-28T14:48:05Z,24.681002218276266,-82.8908427245915,2023-06-28T14:48:05Z,10:48,TX_North,TX,TX_A,North,North: A,N24° 40.888',W82° 53.448',10,20444199,NA,2023-06-28T14:48:00Z,2023-06-28T14:51:00Z,photo targets on corners
5704,2023-06-28T14:48:26Z,24.680962655693293,-82.89085923694074,2023-06-28T14:48:26Z,10:48,TX_North,TX,TX_A,North,North: A,N24° 40.888',W82° 53.448',10,20444199,NA,2023-06-28T14:48:00Z,2023-06-28T14:51:00Z,photo targets on corners
5704,2023-06-28T14:48:45Z,24.68093558214605,-82.89086468517782,2023-06-28T14:48:45Z,10:48,TX_North,TX,TX_A,North,North: A,N24° 40.888',W82° 53.448',10,20444199,NA,2023-06-28T14:48:00Z,2023-06-28T14:51:00Z,photo targets on corners
5704,2023-06-28T14:49:03Z,24.68091513030231,-82.89086854085328,2023-06-28T14:49:03Z,10:49,TX_North,TX,TX_A,North,North: A,N24° 40.888',W82° 53.448',10,20444199,NA,2023-06-28T14:48:00Z,2023-06-28T14:51:00Z,photo targets on corners
